"Country or Area","Year","Area","Type of housing unit","Tenure","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Slovenia","2015","Urban","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2017","458281",""
"Slovenia","2015","Urban","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2017","305181",""
"Slovenia","2015","Urban","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2017","51933",""
"Slovenia","2015","Urban","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2017","101167",""
"Slovenia","2015","Urban","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2017","442509",""
"Slovenia","2015","Urban","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2017","304931",""
"Slovenia","2015","Urban","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2017","44119",""
"Slovenia","2015","Urban","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2017","93459",""
"Slovenia","2015","Urban","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2017","15772","85"
"Slovenia","2015","Urban","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2017","250","85"
"Slovenia","2015","Urban","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2017","7814","85"
"Slovenia","2015","Urban","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2017","7708","85"
"Slovenia","2015","Rural","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2017","362260",""
"Slovenia","2015","Rural","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2017","263337",""
"Slovenia","2015","Rural","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2017","21345",""
"Slovenia","2015","Rural","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2017","77578",""
"Slovenia","2015","Rural","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2017","356460",""
"Slovenia","2015","Rural","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2017","263181",""
"Slovenia","2015","Rural","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2017","19523",""
"Slovenia","2015","Rural","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2017","73756",""
"Slovenia","2015","Rural","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2017","5800","85"
"Slovenia","2015","Rural","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2017","156","85"
"Slovenia","2015","Rural","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2017","1822","85"
"Slovenia","2015","Rural","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2017","3822","85"
"Slovenia","2002","Total","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2009","680202",""
"Slovenia","2002","Total","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","558679",""
"Slovenia","2002","Total","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","61954",""
"Slovenia","2002","Total","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","55734",""
"Slovenia","2002","Total","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","3835",""
"Slovenia","2002","Total","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2009","678950",""
"Slovenia","2002","Total","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","558203",""
"Slovenia","2002","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","61954",""
"Slovenia","2002","Total","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","55734",""
"Slovenia","2002","Total","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","3059",""
"Slovenia","2002","Total","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2009","1252",""
"Slovenia","2002","Total","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","476",""
"Slovenia","2002","Total","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Slovenia","2002","Total","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Slovenia","2002","Total","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","776",""
"Slovenia","2002","Urban","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2009","366606",""
"Slovenia","2002","Urban","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","287347",""
"Slovenia","2002","Urban","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","50098",""
"Slovenia","2002","Urban","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","26781",""
"Slovenia","2002","Urban","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","2380",""
"Slovenia","2002","Urban","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2009","366026",""
"Slovenia","2002","Urban","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","287220",""
"Slovenia","2002","Urban","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","50098",""
"Slovenia","2002","Urban","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","26781",""
"Slovenia","2002","Urban","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","1927",""
"Slovenia","2002","Urban","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2009","580",""
"Slovenia","2002","Urban","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","127",""
"Slovenia","2002","Urban","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Slovenia","2002","Urban","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Slovenia","2002","Urban","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","453",""
"Slovenia","2002","Rural","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2009","313596",""
"Slovenia","2002","Rural","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","271332",""
"Slovenia","2002","Rural","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","11856",""
"Slovenia","2002","Rural","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","28953",""
"Slovenia","2002","Rural","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","1455",""
"Slovenia","2002","Rural","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2009","312924",""
"Slovenia","2002","Rural","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","270983",""
"Slovenia","2002","Rural","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","11856",""
"Slovenia","2002","Rural","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","28953",""
"Slovenia","2002","Rural","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","1132",""
"Slovenia","2002","Rural","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2009","672",""
"Slovenia","2002","Rural","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","349",""
"Slovenia","2002","Rural","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Slovenia","2002","Rural","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Slovenia","2002","Rural","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","323",""
"South Africa","2011","Total","Total","Total","Census - de facto - complete tabulation","Final figure, complete","2015","14450161",""
"South Africa","2011","Total","Total","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","7672339",""
"South Africa","2011","Total","Total","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","3610222",""
"South Africa","2011","Total","Total","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2015","2682392",""
"South Africa","2011","Total","Total","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2015","485208",""
"South Africa","2011","Total","Conventional dwellings","Total","Census - de facto - complete tabulation","Final figure, complete","2015","14450161",""
"South Africa","2011","Total","Conventional dwellings","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","7672339",""
"South Africa","2011","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","3610222",""
"South Africa","2011","Total","Conventional dwellings","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2015","2682392",""
"South Africa","2011","Total","Conventional dwellings","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2015","485208",""
"South Africa","2011","Urban","Total","Total","Census - de facto - complete tabulation","Final figure, complete","2015","9851432",""
"South Africa","2011","Urban","Total","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","4952214",""
"South Africa","2011","Urban","Total","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","3147253",""
"South Africa","2011","Urban","Total","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2015","1467137",""
"South Africa","2011","Urban","Total","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2015","284828",""
"South Africa","2011","Urban","Conventional dwellings","Total","Census - de facto - complete tabulation","Final figure, complete","2015","9851432",""
"South Africa","2011","Urban","Conventional dwellings","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","4952214",""
"South Africa","2011","Urban","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","3147253",""
"South Africa","2011","Urban","Conventional dwellings","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2015","1467137",""
"South Africa","2011","Urban","Conventional dwellings","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2015","284828",""
"South Africa","2011","Rural","Total","Total","Census - de facto - complete tabulation","Final figure, complete","2015","4598729",""
"South Africa","2011","Rural","Total","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","2720125",""
"South Africa","2011","Rural","Total","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","462969",""
"South Africa","2011","Rural","Total","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2015","1215255",""
"South Africa","2011","Rural","Total","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2015","200380",""
"South Africa","2011","Rural","Conventional dwellings","Total","Census - de facto - complete tabulation","Final figure, complete","2015","4598729",""
"South Africa","2011","Rural","Conventional dwellings","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","2720125",""
"South Africa","2011","Rural","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","462969",""
"South Africa","2011","Rural","Conventional dwellings","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2015","1215255",""
"South Africa","2011","Rural","Conventional dwellings","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2015","200380",""
"South Africa","2001","Total","Total","Total","Census - de facto - complete tabulation","Final figure, complete","2009","11205705",""
"South Africa","2001","Total","Total","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","6310873",""
"South Africa","2001","Total","Total","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","2097794",""
"South Africa","2001","Total","Total","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2009","2797038",""
"South Africa","2001","Total","Conventional dwellings","Total","Census - de facto - complete tabulation","Final figure, complete","2009","9335208",""
"South Africa","2001","Total","Conventional dwellings","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","5646822",""
"South Africa","2001","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","1704852",""
"South Africa","2001","Total","Conventional dwellings","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2009","1983534",""
"South Africa","2001","Total","Other housing units","Total","Census - de facto - complete tabulation","Final figure, complete","2009","1870497",""
"South Africa","2001","Total","Other housing units","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","664051",""
"South Africa","2001","Total","Other housing units","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","392942",""
"South Africa","2001","Total","Other housing units","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2009","813504",""
"South Africa","2001","Urban","Total","Total","Census - de facto - complete tabulation","Final figure, complete","2009","7087196",""
"South Africa","2001","Urban","Total","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","4023644",""
"South Africa","2001","Urban","Total","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","1830533",""
"South Africa","2001","Urban","Total","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2009","1233019",""
"South Africa","2001","Urban","Conventional dwellings","Total","Census - de facto - complete tabulation","Final figure, complete","2009","5503128",""
"South Africa","2001","Urban","Conventional dwellings","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","3490063",""
"South Africa","2001","Urban","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","1469957",""
"South Africa","2001","Urban","Conventional dwellings","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2009","543108",""
"South Africa","2001","Urban","Other housing units","Total","Census - de facto - complete tabulation","Final figure, complete","2009","1584068",""
"South Africa","2001","Urban","Other housing units","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","533581",""
"South Africa","2001","Urban","Other housing units","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","360576",""
"South Africa","2001","Urban","Other housing units","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2009","689911",""
"South Africa","2001","Rural","Total","Total","Census - de facto - complete tabulation","Final figure, complete","2009","4118509",""
"South Africa","2001","Rural","Total","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","2287229",""
"South Africa","2001","Rural","Total","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","267261",""
"South Africa","2001","Rural","Total","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2009","1564019",""
"South Africa","2001","Rural","Conventional dwellings","Total","Census - de facto - complete tabulation","Final figure, complete","2009","3832080",""
"South Africa","2001","Rural","Conventional dwellings","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","2156759",""
"South Africa","2001","Rural","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","234895",""
"South Africa","2001","Rural","Conventional dwellings","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2009","1440426",""
"South Africa","2001","Rural","Other housing units","Total","Census - de facto - complete tabulation","Final figure, complete","2009","286429",""
"South Africa","2001","Rural","Other housing units","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","130470",""
"South Africa","2001","Rural","Other housing units","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","32366",""
"South Africa","2001","Rural","Other housing units","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2009","123593",""
"Spain","2021","Total","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2023","18539223",""
"Spain","2021","Total","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2023","13988627",""
"Spain","2021","Total","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2023","2983619",""
"Spain","2021","Total","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2023","1564370",""
"Spain","2021","Total","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2023","2607",""
"Spain","2021","Total","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2023","18536616",""
"Spain","2021","Total","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2023","13988627",""
"Spain","2021","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2023","2983619",""
"Spain","2021","Total","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2023","1564370",""
"Spain","2021","Total","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2023","0",""
"Spain","2021","Total","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2023","2607",""
"Spain","2021","Total","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2023","0",""
"Spain","2021","Total","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2023","0",""
"Spain","2021","Total","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2023","0",""
"Spain","2021","Total","Other housing units","Unknown","Census - de jure - complete tabulation","Final figure, complete","2023","2607",""
"Spain","2011","Total","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2013","18083690",""
"Spain","2011","Total","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2013","14274990",""
"Spain","2011","Total","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2013","2438575",""
"Spain","2011","Total","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2013","430515",""
"Spain","2011","Total","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2013","939615",""
"Spain","2011","Total","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2013","18081595",""
"Spain","2011","Total","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2013","14273385",""
"Spain","2011","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2013","2438435",""
"Spain","2011","Total","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2013","430295",""
"Spain","2011","Total","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2013","939475",""
"Spain","2011","Total","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2013","2095",""
"Spain","2011","Total","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2013","1600",""
"Spain","2011","Total","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2013","140",""
"Spain","2011","Total","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2013","220",""
"Spain","2011","Total","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2013","135",""
"Spain","2001","Total","Total","Total","Census - de facto - complete tabulation","Final figure, complete","2009","14187169",""
"Spain","2001","Total","Total","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","3143",""
"Spain","2001","Total","Conventional dwellings","Total","Census - de facto - complete tabulation","Final figure, complete","2009","14184026",""
"Spain","2001","Total","Conventional dwellings","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","11654379",""
"Spain","2001","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","1614221",""
"Spain","2001","Total","Conventional dwellings","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2009","915426",""
"Spain","2001","Total","Other housing units","Total","Census - de facto - complete tabulation","Final figure, complete","2009","3143",""
"Spain","2001","Total","Other housing units","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","3143",""
"Spain","2001","Urban","Total","Total","Census - de facto - complete tabulation","Final figure, complete","2009","9343648",""
"Spain","2001","Urban","Total","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","710",""
"Spain","2001","Urban","Conventional dwellings","Total","Census - de facto - complete tabulation","Final figure, complete","2009","9342938",""
"Spain","2001","Urban","Conventional dwellings","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","7649686",""
"Spain","2001","Urban","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","1242236",""
"Spain","2001","Urban","Conventional dwellings","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2009","451016",""
"Spain","2001","Urban","Other housing units","Total","Census - de facto - complete tabulation","Final figure, complete","2009","710",""
"Spain","2001","Urban","Other housing units","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","710",""
"Spain","2001","Rural","Total","Total","Census - de facto - complete tabulation","Final figure, complete","2009","4843521",""
"Spain","2001","Rural","Total","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","2433",""
"Spain","2001","Rural","Conventional dwellings","Total","Census - de facto - complete tabulation","Final figure, complete","2009","4841088",""
"Spain","2001","Rural","Conventional dwellings","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","4004693",""
"Spain","2001","Rural","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","371985",""
"Spain","2001","Rural","Conventional dwellings","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2009","464410",""
"Spain","2001","Rural","Other housing units","Total","Census - de facto - complete tabulation","Final figure, complete","2009","2433",""
"Spain","2001","Rural","Other housing units","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","2433",""
"Sri Lanka","2012","Total","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2016","5264282",""
"Sri Lanka","2012","Total","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2016","4365190",""
"Sri Lanka","2012","Total","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2016","447281",""
"Sri Lanka","2012","Total","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2016","328346",""
"Sri Lanka","2012","Total","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2016","123465",""
"State of Palestine","2007","Total","Total","Total","Census - de facto - complete tabulation","Final figure, complete","2013","584550","86,87"
"State of Palestine","2007","Total","Total","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","473795","86,87"
"State of Palestine","2007","Total","Total","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","50870","86,87"
"State of Palestine","2007","Total","Total","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2013","46564","86,87"
"State of Palestine","2007","Total","Total","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2013","3065","86,87"
"State of Palestine","2007","Total","Total","Unknown","Census - de facto - complete tabulation","Final figure, complete","2013","10256","86,87"
"State of Palestine","2007","Total","Conventional dwellings","Total","Census - de facto - complete tabulation","Final figure, complete","2013","576671","86,87"
"State of Palestine","2007","Total","Conventional dwellings","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","471191","86,87"
"State of Palestine","2007","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","50850","86,87"
"State of Palestine","2007","Total","Conventional dwellings","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2013","46266","86,87"
"State of Palestine","2007","Total","Conventional dwellings","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2013","2782","86,87"
"State of Palestine","2007","Total","Conventional dwellings","Unknown","Census - de facto - complete tabulation","Final figure, complete","2013","5582","86,87"
"State of Palestine","2007","Total","Other housing units","Total","Census - de facto - complete tabulation","Final figure, complete","2013","3105","86,87"
"State of Palestine","2007","Total","Other housing units","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","2523","86,87"
"State of Palestine","2007","Total","Other housing units","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","1","86,87"
"State of Palestine","2007","Total","Other housing units","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2013","289","86,87"
"State of Palestine","2007","Total","Other housing units","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2013","280","86,87"
"State of Palestine","2007","Total","Other housing units","Unknown","Census - de facto - complete tabulation","Final figure, complete","2013","12","86,87"
"State of Palestine","2007","Total","Unknown (type of housing unit)","Total","Census - de facto - complete tabulation","Final figure, complete","2013","4774","86,87"
"State of Palestine","2007","Total","Unknown (type of housing unit)","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","81","86,87"
"State of Palestine","2007","Total","Unknown (type of housing unit)","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","19","86,87"
"State of Palestine","2007","Total","Unknown (type of housing unit)","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2013","9","86,87"
"State of Palestine","2007","Total","Unknown (type of housing unit)","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2013","3","86,87"
"State of Palestine","2007","Total","Unknown (type of housing unit)","Unknown","Census - de facto - complete tabulation","Final figure, complete","2013","4662","86,87"
"State of Palestine","2007","Urban","Total","Total","Census - de facto - complete tabulation","Final figure, complete","2013","474664","86,87,88"
"State of Palestine","2007","Urban","Total","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","378013","86,87,88"
"State of Palestine","2007","Urban","Total","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","45813","86,87,88"
"State of Palestine","2007","Urban","Total","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2013","39806","86,87,88"
"State of Palestine","2007","Urban","Total","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2013","2324","86,87,88"
"State of Palestine","2007","Urban","Total","Unknown","Census - de facto - complete tabulation","Final figure, complete","2013","8708","86,87,88"
"State of Palestine","2007","Urban","Conventional dwellings","Total","Census - de facto - complete tabulation","Final figure, complete","2013","469455","86,87,88"
"State of Palestine","2007","Urban","Conventional dwellings","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","376956","86,87,88"
"State of Palestine","2007","Urban","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","45796","86,87,88"
"State of Palestine","2007","Urban","Conventional dwellings","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2013","39620","86,87,88"
"State of Palestine","2007","Urban","Conventional dwellings","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2013","2214","86,87,88"
"State of Palestine","2007","Urban","Conventional dwellings","Unknown","Census - de facto - complete tabulation","Final figure, complete","2013","4869","86,87,88"
"State of Palestine","2007","Urban","Other housing units","Total","Census - de facto - complete tabulation","Final figure, complete","2013","1288","86,87,88"
"State of Palestine","2007","Urban","Other housing units","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","994","86,87,88"
"State of Palestine","2007","Urban","Other housing units","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","1","86,87,88"
"State of Palestine","2007","Urban","Other housing units","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2013","179","86,87,88"
